시행일자,HS10_int,사용자_상품명,사용자_상품설명
2025-09-26,8473309090,"Magnetic Charging Stand; iPadA11""(25/)/LD207W1; AMP09837;","- 본 물품은 태블릿PC(iPad)를 내장된 자석으로 부착, 볼헤드를 조절하여 시야각 설정 및 후면부 USB-C 포트를 통해 전면부 포고핀(Pogo Pin) 접전 단자로 충전이 가능한 알루미늄 재질의 거치대임
- 제원:(입)5V/2A,9V/3A(출)9V/2A(18WMax) (크기)247.6×259.25×62.23mm,941g (호환기종) iPad Air 11, iPad Pro 11 시리즈
- 구성:알루미늄(본체), Magnet·실리콘 패드(태블릿 거치), 갤패드(바닥면)
*비중(가격) : 알루미늄(59%), 포고핀·PCBA(19.05%), 자석(5%), 실리콘패드(5.8%),
겔패드(1.8%), 포장·조립, 관리비(9.35%)"
2025-09-25,9032893090,SMART ENERGY CONTROLLER; SAU100JO;,"ㅇ 제어기(Controller), Meter, SMPS, SPD, 차단기, 연결 단자, CT 등이 외함 내부에 구성된 물품
- 용도 : 자가소비 태양광 발전소에서 잉여전력이 발생하지 않도록 인버터의 출력량을 설정된 값으로 자동 조절해 주는 장치

- 동작 전원 : 220/380Vac

- 크기 : 400×426×147.8㎜

ㅇ 구성 : ①제어기, ②Meter, ③SMPS, ④SPD, ⑤차단기, ⑥연결 단자, ⑦CT


ㅇ 블록다이어그램(계통도)


ㅇ 물품이미지"
2025-09-25,8422301000,PFS Filling Machine; ADC PFS Filling Machine;,"- 개요 : 신청물품은 PFS* Filling Machine으로 멸균된 Syringe 형태의 용기에 의약품을 자동 무균 충전하여 밀봉하는 장비임
* Pre-Filled Syringe : 보통 튜브나 트레이 단위로 약품을 담는 포장용기

- 용도 : ADC* 의약품과 같은 항암제 제형을 소분·충전·재포장함
* Antibody-Drug Conjugate : 세포독성 약물을 링커로 연결한 항암 치료제

- 공정별 설명

① (Loading & Double Debagging) 멸균 포장된 PFS를 생산설비 안으로 들여보내기 위해 적재 및 이중 bag 제거
② (Delidding & Denesting) 트레이 포장 뚜껑을 제거하고, 묶음으로 담긴 PFS를 하나씩 꺼내는 공정
③ (Filling & Stoppering) 개별 PFS에 의약액을 넣고 고무마개로 막아 밀봉하는 공정
④ (Renesting) 충전 및 스톱퍼링 된 PFS를 다시 트레이에 배열하여 재포장하는 공정"
2025-09-24,3920620000,OPTICAL FILM; TA053; RDF0456; TA053-80;,"- (개요) PET 필름 양면에 다른 필름과의 합지를 용이하게 하기 위한 코팅이 되어있는 물품으로 롤 상으로 제시(폭 1,490㎜, 두께 80±4㎛)

- (용도) 편광판의 편광 소자를 위아래에서 지지



- 구성 요소 및 기능

‧ PET 층(≥98%) : 편광판의 편광 소자를 위아래에서 지지
‧ Coating 층(<1%) : 신청 물품과 다른 Film과의 합지를 용이하게 함"
2025-09-24,202300000,"Meat of bovine animals, frozen, boneless; 숙성 황제갈비살","ㅇ 소의 갈비살 99.5%에 탄산수소나트륨(산도조절제) 0.5%를 첨가한 후 비닐팩에 진공포장하여 냉동한 것(내용량: 500g)

- 용도 : 식용


※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-09-24,2005519000,Other bean preparations; WHITE BEAN PASTE,"ㅇ 껍질을 벗긴 낟알 상의 동부(Vigna unguiculata)와 리마콩(Phaseolus lunatus)을 열처리한 후 설탕, 맥아당 시럽, 소금, 물을 혼합․조제한 유백색 페이스트상을 수지제 팩에 포장한 것 (내용량 : 5kg)

- 용도 : 제빵용 원료

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음."
2025-09-24,8549130000,"Waste and scrap of electric accumulators, sorted by chemical type and not containing lead, cadmium or mercury; Residues containing metal","수명이 끝난 리튬이온축전지 중 NCM 타입을 선별하여 불규칙적으로 파쇄한 웨이스트와 스크랩으로서 배터리 케이싱, 분리막, 전극, 블랙파우더가 혼재되어 있는 것(제시규격 10-30㎜)

- 용도 : 니켈, 코발트, 망간 등 회수용

※ 성분 및 평균 함량(신청인 제시) : Ni 14.72%, Co 5.06%, Mn 4.90%, Li 2.85%, Cu 3.91%, Al 2.72%(납, 카드뮴, 수은 미검출)

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-09-24,2005999000,Chickpea flour preparations; dmBio chickpea cakes with salt,"- 병아리콩 분말 69.65%, 쌀가루 29.85%, 소금, 물을 혼합하여 원반형으로 가열 팽창시킨 것을 수지제 봉지에 소매포장한 것(내용량 : 100g)
- 용도 : 식용

※ 품목분류는 수출입신고 당시의 물품 상태에 따라 변경될 수 있음"
2025-09-23,8414801000,DP Isolator; ADC DP Isolator;,"ㅇ Fan, 필터, Air Diffusor, Glove Port, 철강제 하우징 등으로 구성된 물품으로 의약품 생산 공정 장비 위에 Cover로 덮어 공기순환 및 정화를 통해 무균의 생산공정 환경을 조성하는 기능을 하는 물품

ㅇ 주요 구성요소 및 기능
- Fan : 외부 공기를 흡입하고 신청물품 내부에 순환시키는 기능을 하며 내부의 압력을 일정하게 유지시킴
- HEPA Filter : 흡입 또는 순환하는 공기 중의 입자 및 미생물을 정화하는 역할
- Air Diffusor : HEPA Filter를 통과한 공기를 고르게 작업 영역으로 보낼 수 있도록 하는 통로 역할
- Glove Port : 밀폐성을 깨지 않고 내부 작업이 가능할 수 있도록 작업자의 접근을 돕는 역할"
2025-09-23,3204180000,Preparations based on synthetic carotenoid colouring matters; β-Carotene,"ㅇ 화학적으로 합성하여 얻은 카로티노이드계 유기착색제인 β-Carotene에 전분, 옥테닐숙시네이트나트륨, 포도당시럽, 중쇄 트리글리세라이드, 알파 토코페롤, 인산삼칼슘 등으로 혼합․조제된 적갈색계 분말상
* 베타 카로틴(CAS No. 7235-40-7)


- 용도 : 착색제

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-09-23,3204180000,Preparations based on synthetic carotenoid colouring matters; β-Carotene,"ㅇ 화학적으로 합성하여 얻은 카로티노이드계 유기착색제인 β-Carotene에 전분, 옥테닐숙시네이트나트륨, 포도당시럽, 중쇄 트리글리세라이드, 알파 토코페롤, 인산삼칼슘 등으로 혼합․조제된 적갈색계 분말상
* 베타 카로틴(CAS No. 7235-40-7)


- 용도 : 착색제

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-09-22,8411911000,CLEVIS ASSY; AIRCRAFT PARTS; 5326844-01;,"- 개요 : 항공기 터보제트 엔진에 장착되는 물품으로서 상단에 4개의 구멍이 있는 U자형의 물품

- 장착방법 : 상단 4개의 구멍을 통해 TIC*와 체결하고 U자형 부분에 ROD가 별도의 핀으로 연결됨
* Turbine Intermediate Case

- 용도 : ROD와 연결되어 DUCT를 고정하고 엔진 가동 시 진동으로 발생하는 DUCT의 충격과 마모를 최소화하는 역할

- 크기 : 약 10cm × 7cm

- 재질 : NICKEL ALLOY"
2025-09-22,1211901999,"Mugwort, powder; 더원 쑥잎가루","쑥(학명: Artemisia princeps)의 잎을 건조하여 분쇄한 녹갈색 분말상
- 용도 : 화장품 제조 원료

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-09-22,8479899099,ROBOTIS OP; OP3,"- 20 자유도의 관절구조와 Intel NUC i3 기반의 제어기를 갖춘 소형 휴머노이드 로봇(높이 약 51㎝, 무게 약 3.5㎏)

- (용도) 사용자가 다양한 목적(교육, 연구, 서비스, 엔터테인먼트 등)에 맞게 개발․변경․확장할 수 있도록 설계된 연구․교육용 오픈소스 플랫폼*

* 소프트웨어나 하드웨어의 설계, 소스 코드, 개발 도구 등을 공개하여 사용자가 자유롭게 활용‧수정‧배포할 수 있는 개발 환경

- 외부구성요소


- 블록다이어그램"
2025-09-22,7304310000,TUBE(Ø46.0×3.0×485.0); 900204600304850;,"ㅇ (개요) 철강으로 만든 횡단면이 원형인 냉간인발하여 제조한 무계목 관(size : Ø46.05×3T×485mm)
- 재질 : SAE1541(자동차, 기계용 고망간 탄소강)"
2025-09-19,1103193000,Rice meal; 흑미파우더(F),"쌀(흑미)을 분쇄하여 만든 거친 가루(건조한 상태에서 전분 함유량 45% 초과, 회분 함유량 1.6% 이하, 315마이크론 금속망 체 통과 중량비율 80% 미만, 1.25 밀리미터 금속망 체 통과 중량비율 95% 이상)

- 용도: 화장품 원료(Bulking agents)

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음."
2025-09-19,7607191000,ALUMINIUM FOIL; 모델 101,"- 압연된 알루미늄 호일에 앞면에는 스크래치 무늬를 넣고, 뒷면에는 열 용융 접착물질을 도포한 0.1㎜ 두께의 알루미늄 호일(이형지는 없음)

- (사이즈, ㎜) 가로 1250 × 세로 2500 × 높이 0.1

- (용도) 라미네이트* 제조용 표면재
* 종이나 수지 등을 여러 겹 쌓아 고온고압으로 압착하여 만든 인테리어용 장식 판재로 화장실 칸막이, 사무실 파티션, 가구 표면, 내장재 등 장식 패널로 사용

- (성분) 알루미늄 99.99%, 표면 도료 약 0.006%, 접착제 약 0.004%"
2025-09-19,3824996400,Chemical preparations; Silicagel beads; Lavikit stylekit,"주황색계 염료(크리스탈 바이올렛)로 착색된 구형 비드상의 수화실리카 겔을 수지제 팩에 소포장한 것(6매)을 종이 상자에 소매포장한 것(내용량: 7g×6매)
- 용도 : 습기 제거제(수분 흡수시 주황색에서 청녹색으로 변색됨)


※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-09-19,8483109010,MAIN SHAFT; 1170069T00; 541g; KR;,"- 개요 : 자동차 에어컨용 압축기에 사용되는 부품으로, 모터의 회전력을 압축부에 전달하는 동력전달축의 역할을 수행
- 재질 : 크롬몰리브덴 합금강(SCM415H)
- 크기 : 길이 121mm, 지름 21.9mm
- 무게 : 541g"
2025-09-18,8409998030,Frame Box; G50ME;,"- 개요 : 신청물품은 선박용 엔진의 Bed Plate 상부에 볼트로 고정되어 Bed Plate와 함께 엔진 하부를 구성하는 대형 용접 구조물

- 기능 : Bed Plate와 결합하여 엔진의 베이스 역할을 수행, 엔진 가동 시 Connecting Rod의 왕복운동을 가이드, 엔진 내부의 오일이 외부로 유출되지 않도록 밀폐 기능을 함

- 재질 및 크기 : SM400B, L 5669 × 3218 × 3164 (mm)

※ 신청물품이 장착되는 선박용 엔진의 사양
- 엔진종류 : 압축점화식
- 엔진출력 : 10,320 KW"
2025-09-18,1905310000,Sweet biscuits; Frollino Misura Basso IG gocce,"ㅇ 밀가루, 감미료(말티톨), 해바라기유, 초코칩, 버터 등으로 혼합‧반죽하여 구운 원판형의 비스킷을 수지제 팩에 소매포장한 것(내용량 200g)
※ 수분 12% 이하, 지방 35% 이하, 설탕 기준(상대 감미도 적용) 10% 이상[분석결과는 제시된 시료 및 자료에 한함]

- 용도 : 식용


※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음."
2025-09-18,6802930000,STONE TILE; RV-500; 500*50*18T mm; CN;,"- 천연 화강암(사비석)을 직사각 평판상으로 절단한 후 양면을 거친 느낌이 들도록 잔다듬 가공(표면에 질감 형성)한 것

- 규격: 500㎜ ✕ 50㎜ ✕ 1.8T㎜

- 용도: 내‧외벽 건축물 시공용"
2025-09-18,1905310000,Sweet biscuits; Frollino Misura Basso IG nocciola,"ㅇ 밀가루, 감미료(말티톨), 해바라기유, 헤이즐넛, 옥수수 후레이크, 계란, 버터 등으로 혼합‧반죽하여 구운 원판형의 비스킷을 수지제 팩에 소매포장한 것(내용량 200g)
※ 수분 12% 이하, 지방 35% 이하, 설탕 기준(상대 감미도 적용) 10% 이상[분석결과는 제시된 시료 및 자료에 한함]

- 용도 : 식용


※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음."
2025-09-18,8541511000,TMR sensor; HHS-TLS1131-RTAA-0010; JP;,"- 반도체 재료인 실리콘(Si) 기판 위에 반도체 일괄공정으로 제조한 TMR 센서를 리드프레임 위에 장착하고 와이어 본딩한 후 에폭시 수지로 몰딩한 패키지 형태의 4단자 물품(크기 : 0.8×0.5×0.25㎜)


- 주요 사양


- (용도) 자동차 및 산업자동화장비 등의 정밀기기에 장착되어 터널자기저항 효과*를 이용하여 정밀한 위치 감지 등의 기능 수행

* 터널자기저항(Tunnel Magneto resistance) 효과 : 얇은 절연층으로 분리된 두 개의 강자성체층(Ferromagnetic Layer) 사이에서 전자가 터널링(quantum tunneling)하면서 발생하는 저항 변화를 이용하여 자기장의 크기와 방향을 측정하는 원리

- 구성요소 재질 및 기능

- TMR die의 내부구조







- 접속도


① Vout1 : 자기장의 변화에 따른 선형 형태의 출력 전압*
② VDD : 센서에 필요한 전원공급 단자
③ Vout2 : 자기장의 변화에 따른 선형 형태의 출력 전압*
④ GND : 접지단자
* Vout1과 Vout2의 전압차의 절대값을 이용해 거리 계산

※ 4개의 TMR element 외에 다른 능동·수동 소자는 포함되어 있지 않음


- 제조공정
1) 전공정(Wafer Process) : 실리콘 웨이퍼 기반에서 물리기상증착(PVD), 평탄화(연마 공정), 포토리소그래피, 식각(etching) 등의 반도체 기술에 의한 제조 공정

① 1~4단계 : 실리콘 웨이퍼 기판 위에 하부 차폐막 및 하부 리드를 형성
② 5~8단계 : TMR을 증착하고 상부 차폐막, 상부 리드 및 요크를 형성
③ 9~11단계 : 보호막과 접점을 형성

2) 후공정(Packaging Process)"
2025-09-18,8541511000,TMR sensor; HHS-TMS1143MCAA-0010; JP;,"- 반도체 재료인 실리콘(Si) 기판 위에 반도체 일괄공정으로 제조한 TMR 센서를 리드프레임 위에 장착하고 와이어 본딩한 후 에폭시 수지로 몰딩한 패키지 형태의 4단자 물품(크기 : 0.8×0.4×0.27㎜)


- 주요 사양


- (용도) 자동차 및 산업자동화장비 등의 정밀기기에 장착되어 터널자기저항 효과*를 이용하여 정밀한 각도 측정, 위치 감지, 속도 측정 등의 기능 수행

* 터널자기저항(Tunnel Magneto resistance) 효과 : 얇은 절연층으로 분리된 두 개의 강자성체층(Ferromagnetic Layer) 사이에서 전자가 터널링(quantum tunneling)하면서 발생하는 저항 변화를 이용하여 자기장의 크기와 방향을 측정하는 원리

- 구성요소 재질 및 기능

- TMR die의 내부구조







- 접속도


① Vout1 : Vout2와 함께 arctan* 계산으로 자기장의 변화량을 절대값으로 측정
② VDD : 센서에 필요한 전원공급단자산
③ Vout2 : Vout1와 함께 arctan* 계산으로 자기장의 변화량을 절대값으로 측정
* 아크탄젠트 또는 역탄젠트로 2개의 값을 이용해 각도를 계산
④ GND : 접지단자

※ 4개의 TMR element 외에 다른 능동·수동 소자는 포함되어 있지 않음


- 제조공정
1) 전공정(Wafer Process) : 실리콘 웨이퍼 기반에서 물리기상증착(PVD), 평탄화(연마 공정), 포토리소그래피, 식각(etching) 등의 반도체 기술에 의한 제조 공정

① 1~4단계 : 실리콘 웨이퍼 기판 위에 하부 차폐막 및 하부 리드를 형성
② 5~8단계 : TMR을 증착하고 상부 차폐막, 상부 리드 및 요크를 형성
③ 9~11단계 : 보호막과 접점을 형성

2) 후공정(Packaging Process)"
2025-09-18,2920909900,Tetraethyl orthosilicate; TEOS,"ㅇ 무색 투명한 액상의 Tetraethyl orthosilicate(CAS No. 78-10-4)

- 용도 : OLED용 폴리머 원료


※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-09-18,8541511000,TMR sensor; HHS-TES2210UCAB-0010; JP;,"- 반도체 재료인 실리콘(Si) 기판 위에 반도체 일괄공정으로 제조한 TMR 센서를 리드프레임 위에 장착하고 와이어 본딩한 후 에폭시 수지로 몰딩한 패키지 형태의 4단자 물품(크기 : 1.3×0.66×0.31㎜)


- 주요 사양


- (용도) 자동차 및 산업자동화장비 등의 정밀기기에 장착되어 터널자기저항 효과*를 이용하여 정밀한 각도 측정, 위치 감지 등의 기능 수행

* 터널자기저항(Tunnel Magneto resistance) 효과 : 얇은 절연층으로 분리된 두 개의 강자성체층(Ferromagnetic Layer) 사이에서 전자가 터널링(quantum tunneling)하면서 발생하는 저항 변화를 이용하여 자기장의 크기와 방향을 측정하는 원리

- 구성요소 재질 및 기능

- TMR die의 내부구조





- 접속도


① Va : 자기장의 변화에 따른 sin/cos 형태의 출력 전압*
② GND : 접지단자
③ Vb : 자기장의 변화에 따른 sin/cos 형태의 출력 전압*
④ VDD : 센서에 필요한 전원공급 단자
* Va와 Vb의 역탄젠트(arctan)을 연산하여 각도 계산

※ 4개의 TMR element 외에 다른 능동·수동 소자는 포함되어 있지 않음





- 제조공정
1) 전공정(Wafer Process) : 실리콘 웨이퍼 기반에서 물리기상증착(PVD), 평탄화(연마 공정), 포토리소그래피, 식각(etching) 등의 반도체 기술에 의한 제조 공정

① 1~4단계 : 실리콘 웨이퍼 기판 위에 하부 차폐막 및 하부 리드를 형성
② 5~8단계 : TMR을 증착하고 상부 차폐막, 상부 리드 및 요크를 형성
③ 9~11단계 : 보호막과 접점을 형성

2) 후공정(Packaging Process)"
2025-09-18,8536504000,MAGNETIC CONTACTOR; SL-N400 MC-AC100V MT-AC100V 1A2B;,"- 교류 전원(AC 100~127V)이 인가되면 내부 코일에 전류가 흘러 전자석이 되어 전기회로를 개폐(ON/OFF)하는 래칭식* 전자접촉기(Magnetic Contactor)
* 일반 전자접촉기와 달리 코일에 순간적인 전원이 공급되면 접점이 닫힌(ON) 상태가 되고, 전원 공급이 끊겨도 그 상태를 유지하는 방식

* 사이즈 : 가로 163mm x 세로 262mm x 높이 195mm

- 용도 : 조명 및 전원 회로의 유지(예: 가로등, 산업용 조명 제어), 비상 전원 제어(UPS 시스템, 절체 스위치), 모터의 지속적인 동작 유지(전원 공급이 순간적으로 끊겨도 유지), 철도 및 전력 자동화 시스템에 사용

- 주요 사양
· 입력전압(코일 동작전압) : AC 100~127V(200mA, 6.1W)
· 정격전압(부하전압) : AC 200~220V(400A), 380~440V(400A), 500~550V(350A)

- 구성요소

① 전자석 코일(Electromagnetic Coil) : 전류가 흐르면 자기장을 형성하는 원리로 개폐기 ON/OFF 제어 신호 발생
② 가동 철심 (Moving Core) : 전자석 코일의 자기력에 반응하여 접점을 밀거나 당겨서 전기 회로를 연결 및 차단
③ 주 접점 (Main Contacts) : 부하(전동기, 모터 등)로 가는 전원을 직접 개폐하는 역할을 하는 3극(3상) 구조의 접점 단자
④ 보조 접점 (Auxiliary Contacts) : 코일 전원 및 제어 단자
⑤ 래칭 장치 (Latching Mechanism) : 개폐기가 ‘닫힌’ 또는 ‘열린’ 상태로 유지하는 기계적인 장치
⑥ 해제 코일 (Release Coil) : 전원 인가 시 가동 철심을 원래 위치로 복귀시켜 접촉기를 OFF 상태로 전환하는 역할

※ 해제 코일은 트립코일 방식으로 자동차단기의 역할이 없음

- 작동원리
① 전자석(전자기 코일)의 작동 : 전자기 코일에 직류 전압이 인가되면 코일에 전류가 흐르면서 전자기장이 발생 → 가동 철심(Movable Core)이 이동하여 접점(Contacts)의 개폐가 동작(ON/OFF)
② 접점 개폐(ON/OFF) 과정
·ON 동작 : 전원이 투입되면 코일 내부의 자기장이 증가 → 가동 철심이 흡인되어 주 접점이 닫히면(ON) 모터 등에 부하 전력이 공급
·OFF 동작 : 해제 코일에 전압이 인가 → 가동 철심이 복귀하여 주 접점이 개방되면(OFF) 부하 전력의 공급이 차단"
2025-09-18,2918299090,Ethyl p-hydroxybenzoate; Ueno Ethyl paraben NF,"ㅇ 백색계 분말상의 Ethyl 4-hydroxybenzoate(Ethyl p-hydroxybenzoate)
(CAS No. 120-47-8)

- 용도 : 방부제(식품첨가물, 간장류의 보존료)

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-09-18,3824999090,Chemical preparations; Oil Complex,"ㅇ 알로에베라 잎을 광유(미네랄 오일)로 추출한 후 보습제(코코넛오일)를 혼합한 미색 투명한 액상

- 용도 : 화장품 원료용

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-09-18,8541511000,TMR sensor; HHS-TLS113LMCAA-0010; JP;,"- 반도체 재료인 실리콘(Si) 기판 위에 반도체 일괄공정으로 제조한 TMR 센서를 리드프레임 위에 장착하고 와이어 본딩한 후 에폭시 수지로 몰딩한 패키지 형태의 4단자 물품(크기 : 0.8×0.4×0.27㎜)


- 주요 사양


- (용도) 자동차 및 산업자동화장비 등의 정밀기기에 장착되어 터널자기저항 효과*를 이용하여 정밀한 위치 감지 등의 기능 수행

* 터널자기저항(Tunnel Magneto resistance) 효과 : 얇은 절연층으로 분리된 두 개의 강자성체층(Ferromagnetic Layer) 사이에서 전자가 터널링(quantum tunneling)하면서 발생하는 저항 변화를 이용하여 자기장의 크기와 방향을 측정하는 원리

- 구성요소 재질 및 기능

- TMR die의 내부구조






- 접속도


① Vout1 : 자기장의 변화량에 따른 선형 형태의 출력 전압*
② Vout2 : 자기장의 변화량에 따른 선형 형태의 출력 전압*
* Vout1과 Vout2의 전압차의 절대값을 이용해 거리 계산
③ GND : 접지단자
④ VDD : 센서에 필요한 전원공급단자(Typical 1V, Max 5.5V)

※ 4개의 TMR element 외에 다른 능동·수동 소자는 포함되어 있지 않음

- 제조공정
1) 전공정(Wafer Process) : 실리콘 웨이퍼 기반에서 물리기상증착(PVD), 평탄화(연마 공정), 포토리소그래피, 식각(etching) 등의 반도체 기술에 의한 제조 공정

① 1~4단계 : 실리콘 웨이퍼 기판 위에 하부 차폐막 및 하부 리드를 형성
② 5~8단계 : TMR을 증착하고 상부 차폐막, 상부 리드 및 요크를 형성
③ 9~11단계 : 보호막과 접점을 형성

2) 후공정(Packaging Process)"
2025-09-18,3926909000,TOP PAD; TOP PAD(IC); 12005249 F IC1000A6;,"- 폴리우레탄 재질의 원형 패드(33 × 0.08 ㏌)

- 용도 : 홈 가공, Sub pad와 부착 및 그루브* 가공 후 CMP Polishing pad** 로 사용
* 패드 표면에 규칙적으로 홈이나 패던(방사형, 동심원형, 나선형 등)을 넣어 슬러리가 균등하게 퍼지게 하는 등 패드의 물리적 강성이나 접촉 특성을 조정하는 수단
** 반도체 제조 공정에서 웨이퍼 표면을 연마하기 위한 pad

제조 공정 : 원료 배합 → 몰드에 주입 → 경화 → 스카이빙(두께 조정) → PCC가공(표면 거칠기 조정)"
2025-09-18,6104230000,Women's or girls' ensembles of synthetic fibres; CHILDREN’S INDOOR CLOTHES SET; CHILDREN’S SOFT PITCH WARM SOLID INDOOR CLOTHES SET,"기모(보풀) 가공된 합성섬유 편물로 만든 미황색계 상의 1점과 하의 1점으로 구성되어 소매용으로 세트포장된 것
① 상의: 풀오버 형태의 긴소매 상의로 넥라인은 원형으로 전면 부분에 오프닝이 없고, 밑단은 허리까지 내려오는 길이임
② 하의: 발목까지 내려오는 길이의 긴바지로 전면 부분에 오프닝이 없고, 일자로 박음질되어 개폐되지 않으며, 허리 부분에 탄성밴드가 삽입되어 있음
용도: 의류
- 물품사진:"
2025-09-17,3505105090,Etherified starches; REDISIZE 168 (PREQUEL 690),"ㅇ 옥수수 전분에 4급 암모늄염을 반응시켜 제조한 에테르화 전분에 소량의 방부제를 첨가한 미황색계 점조액상
- 용도 : 제지산업용


※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음"
2025-09-16,8307100000,"Vacuum Tube Assembly; FORELINE EXTENSION, CH B, H2 STP2603P, 200MM ULTIMA TE;","- 개요 : 제품 중앙이 금속 벨로우즈*이고 양 끝단에 진공용 플랜지가 일체형으로 된 굴곡이 있는 스테인리스강 재질의 관 형태
* 주름관 형태이며 장비 가동 시 발생하는 진동을 흡수하고 연결된 장비 간의 미세한 위치 오차나 열에 의한 팽창/수축을 보상하는 기능을 함

- 용도 : 진공 시스템 내에서 두 지점을 유연하게 하는 배관의 역할을 하며, 내부를 진공 상태로 유지해야 하는 장비의 배기 라인이나 부품 연결 통로에 사용됨"
2025-09-16,3401191090,Industrial soap in the form of bars; SHAVING SOAP,"- 소듐스테아레이트, 소듐팔미테이트 등 지방산 알칼리염과 글리세린, 정제수, 향료 등으로 제조된 백색계 블록상을 지제박스에 임의포장한 것
- 용도 : 면도기 제조시 윤활밴드에 도포

※ 품목분류는 수출입신고 당시의 물품 상태에 따라 변경될 수 있음"
2025-09-16,3301903000,aqueous solution; ZeeLice,"ㅇ (개요) Eucalyptus globulus 잎을 증류하여 얻은 Extract를 물로 희석한 투명하고 점성이 있는 갈색 액상의 물품

ㅇ (용도) 보조사료

ㅇ (성분구성) Eucalyptus globulus Extract 10% 이상, 물(비이온성 유화제, 비수성 희석제 첨가)

ㅇ (제조방법) 증류기에 물과 Eucalyptus globulus 잎을 투입 – 증류 – 응축 – 물과 추출물 분리 – 분리된 추출물을 물로 희석"
2025-09-15,5515129000,"Woven fabric of polyester staple fibres mixed solely with man-made filaments, Printed;100% POLYESTER WOVEN FABRIC BRUSH PRINT","폴리에스테르 스테이플섬유(약 60.5%) 주성분에 주로 폴리에스테르 필라멘트사(약 39.5%)로 혼방·직조하고 일면을 날염한 직물
- 용도: 이불, 베개커버 등의 침구류 제조용

<물품 사진>"
2025-09-15,5603920000,"Nonwovens of man-made staple fibres, weighing more than 25g/m2 but not more than 70g/m2; RAYON DISHCLOTH","- 인조스테이플섬유(레이온 50%, 폴리에스테르 50%)로 만든 부직포를 일정한 크기의 직사각형(크기: 약 26cmx20cm)으로 잘라 사용할 수 있도록 길이방향으로 절취선 가공을 한 후 롤상으로 감아 수지제필름에 소매포장한 것(1제곱미터당 중량: 60그램, 내용량: 130매)
- 제시성분: 레이온 50%, 폴리에스테르 50%
- 용도: 일회용 빨아쓰는 행주"
2025-09-15,3208909030,CURING AGENT(L); K-901; RAF0703; SAIVINOL HARDENER K-901; JP;,"- 폴리우레탄 프리 폴리머를 Ethyl acetate(50% 초과)에 용해시킨 무색 투명한 액상 형태의 화학 혼합물 (4kg 단위 캔 박스 포장)



- 성분 및 비율


- (용도) 편광판용 점착제 내 경화제
․ 편광판용 점착제 내 경화제로, 이소시아네이트 화합물을 에틸 아세테이트에 용해한 것으로 점착제와 블랜딩하여 사용
․ 이소시아네이트(-NCO)의 구조가 점착제의 (-OH)기와 반응하여 단단하게 경화시켜줌

- 제조공정 : 원료 투입 → 배합 → 필터링(불순물 제거) → 제품 포장
① 원료 계량 및 준비 : 주요 원재료(용제, 고분자, 활성성분 등) 정량 투입
② 혼합 및 반응 : 반응기 또는 교반기에서 원료 혼합(온도 pH 시간 제어)
③ 분산 / 유화 / 유해 공정 : 필요 공정에 맞는 분식기 or 믹싱기 사용
④ 필터 사용을 통해 응집물, 입자 제거
⑤ 충진 및 제품 포장

※ 품목분류는 수출입신고 당시의 물품상태에 따라 변경될 수 있음."
2025-09-15,8467899000,EARTH-AUGER; HW-D005; 가로 610mm x 세로400mm; CN;,"- 가솔린 엔진을 동력원으로 하여 기기 하부에 연결된 기어 박스의 중심축에 드릴비트를 연결하여 회전시키며 땅에 구멍을 파는 기계

- 양쪽 손잡이를 손으로 지지하고 손잡이에 달린 악셀러레이터를 눌러 작동"
2025-09-15,8483109010,ROTOR SHAFT; 47716-0E000;,"ㅇ 차량용 구동 모터의 회전자 중심부에 장착되어 모터에서 발생한 회전력을 감속기 또는 변속기에 전달하는 철강제 축

ㅇ 크기 : 외경 Ø50, 내경 Ø28, 전장 276.2mm, 무게 1.297kg"
