HS부호,적용시작일자,적용종료일자,한글품목명,영문품목명,성질통합분류코드명,이름,설명,사유,HS_4자리,HS_6자리,description_4자리,category_4자리,description_6자리,category_6자리,사용자_상품명,사용자_상품설명
8518101000,20220101,20251231,"전기통신용 마이크로폰(지름이 10밀리미터 이하이고, 높이가 3밀리미터 이하이며, 주파수 대역이 300헤르츠부터 3.4킬로헤르츠까지인 것으로 한정한다)","Microphones having a frequency range of 300 Hz to 3.4KHz with a diameter of not exceeding 10 ㎜ and a height not exceeding 3 ㎜, for telecommunication use",(기타 가전제품),"- 품명 : MIC FPCB ASSY
- 품명 : GH59-14111A SM-T800 MIC FPCB ASSY","- 물품개요
- 본 물품은 전기통신용도로 쓰이는 실효주파수 1Khz대의 마이크로, FPCB 상에 커넥터, 칩형 마이크가 결합된 상태로 제시","- 관세율표 제16부 주 제2호 (가)목에서 “제84류나 제85류 중 어느 특정한 호(제8409호ㆍ제8431호ㆍ제8448호ㆍ제8466호ㆍ제8473호ㆍ제8487호ㆍ제8503호ㆍ제8522호ㆍ제8529호ㆍ제8538호ㆍ제8548호는 제외한다)에 포함되는 물품인 부분품은 각각 해당 호로 분류한다.”고 규정함

- 관세율표 제8518호는 “마이크로폰과 그 스탠드, 확성기(인클로저에 장착된 것인지의 여부를 불문한다),…”가 분류되며
· 같은 호 해설서에서 “이 호에는 특정목적을 위하여 설계된 것인지 여부에 관계없이 분리하여 제시되는 모든 종류의 마이크로폰....이 포함된다”고 해설하고 있고
· (A) 마이크로폰의 그룹에 대해 “마이크로폰은 송신ㆍ방송 또는 녹음이 되도록 음의 진동을 전류의 변화 또는 발진으로 변환시키는 것이다.”라고 부연해설하고 있음.

- 따라서, 본 물품은 전기통신용도로 사용되는 1Khz대의 마이크에 해당하므로 관세율표해석에 관한 통칙 제1호(제16부 주2가항, 제8518의 용어) 및 6호에 의거 제8518.10-1000호에 분류함.",8518,851810,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets","stands, micropho",Microphones and stands therefor,"therefor, micropho","전기통신용 마이크로폰(지름이 10밀리미터 이하이고, 높이가 3밀리미터 이하이며, 주파수 대역이 300헤르츠부터 3.4킬로헤르츠까지인 것으로 한정한다)","(기타 가전제품) 대분류: Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets, 중분류: Microphones and stands therefor"
8519815000,20220101,20251231,반도체 매체를 이용하는 기기,Using semiconductor media,(음향기기),White Noise Machine; MTWM-001; 95*45*101mm / 192g;,"- (개요) 본품, 충전케이블, 제품고리, 사용설명서가 지제 박스에 소매 포장된 물품으로 자장가, 시냇물 소리 등 32가지의 사운드리스트와 수유등 기능이 있음

- 기능 및 용도 : 영유아의 수면 유도 및 주변 잡음 차단 목적

- 규격 95*45*101mm, 무게 192g, 배터리 1200mAh, 정격전압 5V/900mA



- 작동 방법","- 관세율표 제8519호에는 “음성 녹음용이나 재생용 기기”가 분류되고,

‧ 같은 호 해설서에 “이 호에는 음성을 기록하는 기기, 음성을 재생하는 기기, 기록과 재생을 모두 다 할 수 있는 기기를 포함한다. 일반적으로 음성은 내부 저장 장치나 매체(자기 테이프ㆍ광학 매체ㆍ반도체 매체나 제8523호의 그 밖의 매체)에 저장되고 그곳에서 재생한다.”라고 설명하며

‧ ‘(IV) 자기(磁氣)식ㆍ광학식이나 반도체 매체를 이용하는 기기’그룹에 “(C) 반도체 매체(semiconductor media)를 이용한 기기”를 예시하며 “음성이 가변 강도를 가진 증폭된 전류(아날로그 신호)에서 변환된 디지털 코드로 녹음 매체에 녹음한다. 그러한 매체를 읽어 음성을 재생한다. 반도체 매체는 기기에 영구적으로 내장되기도 하고 탈착이 가능한 고체 상태의 비휘발성 저장 매체의 형태를 띠기도 한다. 대표적인 예로는 플래시 메모리 오디오 플레이어(예: 특정의 MP3 플레이어)가 있다. 이것은 배터리로 작동하는 휴대용 기기로서 플래시 메모리(내장이나 탈착), 마이크로프로세서(microprocessor), 가청주파 증폭기ㆍLCD 스크린ㆍ조종 버튼을 포함하는 전자 시스템이 결합된 하우징(housing)으로 주로 구성된다. 마이크로프로세서서는 MP3 같은 형식의 파일을 재생하도록 프로그램한다. 이 기기는 자동 데이터 처리 기기와 연결되어 MP3 파일 등을 다운로드할 수 있다.”라고 해설하고 있음

- 따라서, 본 물품은 반도체 매체를 이용하여 32개의 컨텐츠를 내장하고 재생하는 그 밖의 재생용 기기로 관세율표 해석에 관한 통칙 제1호 및 제6호에 따라 제8519.81-5000호에 분류함",8519,851981,Sound recording or reproducing apparatus,"reproducing, apparatus, recording, sound","Sound recording or reproducing apparatus; using magnetic, optical or semiconductor media, n.e.c. in item no 8519.20, 8519.30 or 8519.50","reproducing, apparatus, recording, sound",반도체 매체를 이용하는 기기,"(음향기기) 대분류: Sound recording or reproducing apparatus, 중분류: Sound recording or reproducing apparatus; using magnetic, optical or semiconductor media, n.e.c. in item no 8519.20, 8519.30 or 8519.50"
8526920000,20020101,20251231,무선원격조절기기,Radio remote control apparatus,(기타 무선통신기기),스마트키밴드 ; MWB-300,"ㅇ 본 물품은 지제박스에 스마트키밴드 본체 및 충전크래들이 개별포장되어 있는 물품으로서, 스마트키밴드는 손목에 착용하는 밴드 형태로 되어 있으며 스마트키 기능, 피트니스 기능, 문자메시지 표시기능, 시계기능이 복합되어 있음

ㅇ 주요 기능별 상세 기능
1) 스마트키 기능 (특정 모델의 자동차와 433MHz 무선방식으로 연결하여 등록 후 사용함)
- 자동차 도어 잠금 및 잠금해제
- 트렁크 잠금 해제
- 비상경보(알람) 기능 : 본건 물품의 경보기능 버튼을 누르면 자동차에서 비상경고등 및 경보음이 약 30초간 작동
- 엔진 시동/정지 기능
2) 피트니스 기능
- 심박수(PPG sensor_빛을 이용해 심박수 측정), 걸음수(6축 센서_방향 및 가속도), 이동거리, 소모칼로리, 수면시간 측정하여 신청물품에서 표시
- 신청물품에서 측정된 정보는 신청물품과 연동된 모바일 앱에서 확인 및 제어 가능
3) 문자메시지 등 표시
- 신청물품과 연결된 휴대폰에 문자가 수신되면, 신청물품에서 80바이트까지 문자내용을 표시함
- 신청물품과 연결된 휴대폰에 문자 및 전화 수신시 신청물품에서 진동을 통해 알림을 제공(신청물품을 통해 전화를 끊고 받거나 통화하는 기능은 없음)
4) 시계기능
- 현재 시간 확인
- 신청물품과 연결된 휴대폰에 앱 설치 후 블루투스 연결시 현재 시간을 신청물품에 표시하게 되며, 연결 이후에는 신청 물품 내부의 Crystal(기본주파수 32.768KHz) 부품을 통해 시간이 계산되므로 휴대폰과 연동없이 시간 표시 가능


(신청물품)

(신청물품 기능)","ㅇ 관세율표해석에관한통칙 제3호 나목은 ‘혼합물, 서로 다른 재료로 구성되거나 서로 다른 구성요소로 이루어진 복합물과 소매용으로 하기 위하여 세트로 된 물품으로서 가목에 따라 분류할 수 없는 것은 가능한 한 이들 물품에 본질적인 특성을 부여하는 재료나 구성요소로 이루어진 물품으로 보아 분류한다.’라고 규정함

ㅇ 본 물품은 지제박스에 스마트키밴드 본체 및 충전크래들이 개별포장되어 있는 물품으로서 스마트키밴드가 본질적인 특성을 부여하는 구성요소이며, 스마트키밴드는 연동된 스마트폰에 전화나 문자메시지 등의 수신시 알람 및 문자메시지 표시 기능, 자동차의 무선원격조절기능, 측정기능 및 시계기능이 복합된 물품이나, 본 물품의 품명, 기능, 자재원가비율 등을 종합적으로 고려했을 때, 자동차 무선원격조절기능에 본질적인 특성이 있음

ㅇ 관세율표 제8526호는 ‘레이더기기·항행용 무선기기·무선원격조절기기’를 규정하고 있고,

- 같은 호 해설서에서 이 호에 분류되는 물품으로 “(11)선박·무인비행기·로켓·미사일·장난감·모형선박·항공기 등의 무선 원격조절기기, (12)광산의 폭파용이나 기계의 무선 원격조절기기”를 예시함

ㅇ 따라서 본 물품은 무선 원격조절기기에 해당하므로 관세율표해석에관한통칙 제1호, 제3호 나목 및 제6호에 따라 HSK8526.92-0000호에 분류함",8526,852692,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus","radio, navigational, apparatus, aid, control, radar, remote",Radio remote control apparatus,"radio, control, apparatus",무선원격조절기기,"(기타 무선통신기기) 대분류: Radar apparatus, radio navigational aid apparatus and radio remote control apparatus, 중분류: Radio remote control apparatus"
8528591010,20170101,20251231,의료용으로 특수 제작된 것,Of specially manufactured for medical purpose,(방송기기),"변경근거 관세청 품목분류 변경고시(제2018-19호)
변경후 세번 8528.52-1000","LCD MONITOR, KT-E240FEE","○ 물품개요
- 24인치 컬러 LCD 모니터
- 자동자료처리장치 또는 각종 의료장비(내시경 장비, 외과 및 내과 수술 장비)와 연결하여 사용자에게 의료 행위와 관련된 사항을 디스플레이함
○ 주요사항
- 해상도 : 1920(H)×1200(V)
- 밝기 : 350cd/m2
- 단자 : RS-232, DVI, HDMI, RGB, S-VIDEO, VIDEO, USB
- PIP/PBP*(화면분할 모드) 지원
- One-touch calibration switching mode** 지원
- 의료영상 규격인 DICOM(3.14 GSDF)*** 규정에 적합한 의료영상을 출력함
- 모니터에 설치된 IR보드를 통하여 리모콘으로 원격조정 가능(Input 전환, PIP 설정등의 Hot key 조정되며, OSD 컨트롤 가능)

* PIP(Picture in Picture), PBP(Picture by Picture) : 다수의 의료장비, 컴퓨터 또는 워크스테이션으로부터 신호를 받아 동시에 1개의 모니터에 디스플레이 하므로 의료 수술시 다각도 면에서 디스플레이가 가능
** One-touch calibration switching mode : 휘도값을 Buyer 요청사항에 따라 각모드별로 다르게 지정되어 있어 CT MODE, US-MODE, ES-MODE, TEXT MODE 간의 변경을 간단한 터치로 구현할 수 있음
***DICOM(Digital Imaging and Communication In Medicine:디지털 의료 영상 전송 장치) :미국 방사선 학회와 전기 공업회가 합동으로 설립한 ACR/NEMA 위원회가 모체가 되어 의료 화상 전송을 중심으로 정한 규격. 현재는 데이터 보존 규격도 포함되어 있어 표준 규격이 되었다.(출처 : IT용어사전, 한국정보통신기술협회)",8528,852859,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus","monitors, apparatus, reception, television, projectors","Monitors other than cathode-ray tube; n.e.c. in subheading 8528.52, whether or not colour",monitors,의료용으로 특수 제작된 것,"(방송기기) 대분류: Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, 중분류: Monitors other than cathode-ray tube; n.e.c. in subheading 8528.52, whether or not colour"
8532901000,20220101,20251231,고정식의 것,Of fixed capacitors,(기타 IT부품),TERMINAL; Rubber Bake(단자판),"ㅇ 물품개요
- 알루미늄 캔 축전기에 사용되는 단자판으로, 단자, 베크라이트, 슬리브, 집합선 등으로 구성되어 있음

ㅇ 주요구성요소 및 기능
- 베크라이트 : 고무부착 페놀적층판으로 축전기의 상부를 구성하며 단자의 장착점을 제공하고 금속케이스와 단자 사이를 절연
- 단자 : 축전기 소자의 전극을 케이스 외부로 인출하는 역할
- 집합선 : 단자와 축전기 소자를 연결해주는 석동선
- 슬리브 : 전극을 절연하는 폴리프로필렌 튜브","ㅇ 관세율표 제16부 주 제2호 나목에서 “그 밖의 부분품으로서 특정한 기계에 전용되거나 주로 사용되는 부분품은 그 기계가 속하는 호에 분류한다.”라고 규정하고 있음

ㅇ 관세율표 제8532호에는 “축전기[고정식·가변식·조정식(프리세트)으로 한정한다]”가 분류되고

- 같은 호 해설서에서 “축전기(electrical capacitors)(또는 콘덴서)는 원칙적으로 절연 물질(유전체, 예: 공기·종이·운모·기름·수지·고무와 플라스틱·도자기·유리)에 의하여 분리되는 두 개의 도전면(conducting surfaces)으로 구성되어 있다.”라고 설명하면서

- ‘(A) 고정식 축전기(fixed capacitors)’ 그룹에서 “(1) 건식 축전기에 있어서는 극판과 유전체가 보통 적층된 판·압연된 스트립(strip)이나 박(foil)의 형태로 되어 있으며……“라고 예시하고 있음

- 또한 ‘부분품’에서 “부분품의 분류에 관한 일반적 규정(제16부 총설 참조)에 의하여 축전기의 부분품도 이 호에 분류한다.”라고 설명하고 있음

ㅇ 본 물품은 정전용량을 가변시킬 수 없는 고정식 축전기에 사용되는 물품으로 베크라이트, 단자, 리벳, 와셔, 슬리브, 집합선으로 구성되어 있으며

- 베크라이트는 축전기의 상부 하우징을 구성하고 단자, 리벳, 와셔, 집합선 등의 장착점을 제공하고 단자와 케이스 간의 절연 기능을 수행하고 있으며, 단자와 집합선은 축전기 내부 소자의 (+, -) 전극을 외부로 인출하는 기능을 수행하는 물품으로 본 물품은 이들 구성요소가 결합된 물품으로 축전기의 부분품에 해당함

ㅇ 따라서 본 물품은 고정식 축전기의 부분품에 해당하므로 관세율표 해석에 관한 통칙 제1호 및 제6호에 의거 제8532.90-1000호에 분류함.",8532,853290,"Electrical capacitors; fixed, variable or adjustable (pre-set)","electrical, capacitors",Electrical capacitors; parts of the capacitors of heading no. 8532,"electrical, capacitors",고정식의 것,"(기타 IT부품) 대분류: Electrical capacitors; fixed, variable or adjustable (pre-set), 중분류: Electrical capacitors; parts of the capacitors of heading no. 8532"
8539210000,20020101,20251231,텅스텐 할로겐의 것,Tungsten halogen,(기타 조명장치),"Halogen Lamp, VX-LH3","- 자동차 헤드라이트에 사용되는 할로겐 전구(12V, 100Watt)
- 석영관에 텅스텐 필라멘트를 넣어 봉합 → 관 내부를 진공시킨 후 할로겐 가스 투입 및 봉합 → Base, 리드와이어 조립 → 검사 및 포장","- 관세율표 제8539호에는 ‘필라멘트 램프’가 분류되고,
？ 같은 호 해설에서 “여러가지 형상의 유리제나 석영제의 용기로 구성된 전구는 그 속에는 전기적 에너지를 광선(적외선이나 자외선 포함)으로 변환시키기 위하여 필요한 요소가 들어있다. 이 호에는 특수목적용으로 특별히 설계되었는지의 여부를 불문하고, 모든 램프를 포함한다(휴대용 방전램프를 포함한다).”고 설명하며,
？ ‘기타 필라멘트 램프’를 예시하며 “이 전구의 빛은 필라멘트(금속제 또는 탄소제)에 전류를 통하여 백열이 될 때까지 가열시킴으로써 발생된다. 이 유리제구(때로는 착색되어 있다)는 진공되어 있거나 또는 저압의 불활성가스가 봉입되어 있다. 베이스는 램프홀더에 고정시키기 위하여 나사식 또는 삽입식으로 되어 있으며 전구를 전원에 접속시키기 위한 것이다. … 이 그룹에는 또한 할로겐램프를 포함한다.”고 설명함

- 본 물품은 기타의 필라멘트 램프 중 텡스텐 할로겐의 것에 해당하므로, 관세율표 해석에 관한 통칙 제1호 및 제6호에 따라 제8539.21-0000호에 분류함",8539,853921,"Lamps; electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps, arc lamps, light-emitting diode (LED) light sources",lamps,"Lamps; filament, (excluding ultra-violet or infra-red), tungsten halogen",lamps,텅스텐 할로겐의 것,"(기타 조명장치) 대분류: Lamps; electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps, arc lamps, light-emitting diode (LED) light sources, 중분류: Lamps; filament, (excluding ultra-violet or infra-red), tungsten halogen"
8539510000,20220101,20251231,발광다이오드(엘이디) 모듈,Light-emitting diode (LED) modules,(발광다이오드(LED) 장치),Harvatek CSP Light Module,"ㅇ 물품개요

- LED Chip, LENS, PCB, 제너다이오드, Thermistor, 커넥터, 플라스틱 홀더로 구성된 물품으로, LED 광원 역할을 수행함

- (용도) Head Up Display 내부 TFT-LCD 모듈에 빛을 제공하는 백라이트



ㅇ 구성요소별 명칭 및 기능","- 관세율표 제16부 주2 가목에 따라 특정한 기계의 부분품으로 분류하기 앞서 특정한 호에 해당하는지를 우선 검토함

· 관세율표 제85류 주11 가목에서 “발광다이오드(엘이디) 모듈은 전기회로 내에 정렬된 발광다이오드를 기반으로 하며 전기ㆍ기계ㆍ열ㆍ광학 부품과 같은 추가적인 부품을 포함하는 광원을 말한다. 이들은 또한 전력의 공급이나 제어를 위해 개별 능동ㆍ수동소자 또는 제8536호나 제8542호의 물품을 포함한다.”라고 규정함.

- 관세율표 제8539호에는 “발광다이오드(엘이디) 광원”이, 제8539.51호에는 “발광다이오드(엘이디) 모듈”이 세분류됨

· 본 물품은 인쇄회로기판(PCB) 위에 정렬된 발광다이오드(LED chip) 4개를 기반으로 전기(다이오드, 써미스터, 커넥터), 기계(플라스틱 홀더) 및 광학(렌즈 4개) 부품이 추가적으로 결합된 구조이므로, 엘이디 모듈의 규정에 부합함

- 따라서, 본 물품은 발광다이오드(엘이디) 모듈에 해당하므로, 관세율표 해석에 관한 통칙 제1호에 따라 제8539.51-0000호로 분류함",8539,853951,"Lamps; electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps, arc lamps, light-emitting diode (LED) light sources",lamps,"Lamps; light-emitting diode (LED) light sources, light-emitting diode (LED) modules",lamps,발광다이오드(엘이디) 모듈,"(발광다이오드(LED) 장치) 대분류: Lamps; electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps, arc lamps, light-emitting diode (LED) light sources, 중분류: Lamps; light-emitting diode (LED) light sources, light-emitting diode (LED) modules"
8609003000,20130101,20251231,일반화물 운반용,For the transport of ordinary goods and material,(기타 수송장비),SPECIAL CONTAINER (40FT HC CONTAINER),"ㅇ 물품의 개요
- 도로, 해상에 의한 수송에 사용되는 40FT 컨테이너

ㅇ 물품의 형태, 구성요소 및 규격




- 일반화물 등의 운송용으로 사용되고 컨테이너 도어, 보조도어, 벌레필터를 적용한 환기구, 스태킹 핀 홀 등으로 구성된 반복사용이 가능한 컨테이너
- 규격 : 2.35m X 12m X 2.7m
- 무게 : 8.7톤
- 수용가능중량 : 35톤","ㅇ 관세율표 제8609호에는 “컨테이너(액체운반용 컨테이너를 포함하며, 하나 이상의 운송수단으로 운반할 수 있도록 특별히 설계되거나 구조를 갖춘 것으로 한정한다)”가 분류되고,
- 같은 호 HS해설서에서 “이러한 컨테이너는 하나나 그 이상의 수송방식(예: 도로·철도·해상·항공에 의한 수송)에 의한 운반용으로 특별히 설계되었거나 구조를 갖춘 용기(packing receptacles)이다. 이러한 것은 차량·항공기·선박에 의한 수송을 할 때에 취급상의 용이와 안전을 위하여 장착구[훅(hook)·링·카스터(caster)·받침대 등]를 갖추고 있다. 이리하여 중간에서 재포장하지 않고 화물을 “문 앞에서 문 앞까지로(door-to-door)”로 운송하는데 적합하고, 또한 튼튼한 구조로 되어 있어 반복 사용할 수 있도록 되어 있다.”고 설명하고 있음

ㅇ 따라서 신청 물품은 일반화물 등의 도로·해상 수송에 사용되는 직육면체 구조의 철강제 운송용기로서 반복 사용이 가능하고, 차량·선박에 의한 수송 시 취급상 용이와 안전을 위해 스태킹 핀 홀 등의 장착구가 부착되어 있는 하나 이상의 운송수단으로 운반할 수 있도록 특별히 설계되거나 구조를 갖춘 컨테이너에 해당하므로 관세율표의 해석에 관한 통칙 제1호에 따라 제8609.00-3000호에 분류함",8609,860900,Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,containers,Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,containers,일반화물 운반용,"(기타 수송장비) 대분류: Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport, 중분류: Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport"
8708920000,20130101,20251231,"소음기(머플러), 배기관, 그 부분품",Silencers (mufflers) and exhaust pipes; parts thereof,(자동차 부품),TAIL TRIM ASSY; MX5/SJTR00286,"- 자동차의 소음기에 연결되어 배기가스를 외부로 배출하는 기능을 하는 물품
구성 : 트림, 캡, 브라켓, 파이프
제조공정
(Trim) 원재료입고→프레스(블랭크)→자동용접→사이징→연마
(Cap, Brkt) 원재료입고→프레스
(Pipe) 원재료→절단
(최종) Trim, Cap, Brkt, Pipe 조립용접→완제품(검사/포장)","ㅇ 관세율표 제17부 해설서 총설 Ⅲ에서 ‘이 부의 주 제2호의 조건에 의하여 제외되지 않고, 제86류 부터 제88류까지의 물품에 전용되거나 주로 사용하기에 적합하고, 이 표의 다른 호에 특별히 포함되지 않는 것’의 조건을 모두 충족해야 제17부의 부분품과 부속품에 분류된다고 설명하고 있음

ㅇ 관세율표 제8708호에는 “부분품과 부속품(제8701호부터 제8705호까지의 차량용으로 한정한다)”이 분류되며, 소호 제8708.92호에는 “소음기(머플러), 배기관, 그 부분품”을 세분류하고 있음.

- 같은 호 HS해설서에서 “이 호에 분류하는 부분품과 부속품은 제8701호부터 제8705호까지에 해당되는 자동차용의 것으로서 다음 두 조건을 모두 충족하여야 한다. (ⅰ) 앞에서 설명한 차량에 전용되거나 주로 사용하는데 적합한 것(being suitable for use solely or principally)으로 인정되어야 하며 ; (ⅱ) 제17부 주의 규정에 의하여 제외되지 않아야 한다”라고 설명하면서 “(M) 방열기ㆍ소음기(머플러)ㆍ배기파이프ㆍ연료탱크 등”을 예시하고 있음

ㅇ 따라서, 본 물품은 자동차의 배기장치의 끝단에 결합되어 배기가스의 원활한 배출을 돕는 배기관의 부분품으로 관세율표 제17부 주의 규정에 의하여 제외되지 아니하고, 차량에 전용되거나 주로 사용하는데 적합한 물품이므로 관세율표 해석에 관한 통칙 제1호 및 제6호에 따라 제8708.92-0000호로 분류함",8708,870892,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705","motor, vehicles",Vehicle parts; silencers (mufflers) and exhaust pipes; parts thereof,vehicle,"소음기(머플러), 배기관, 그 부분품","(자동차 부품) 대분류: Motor vehicles; parts and accessories, of heading no. 8701 to 8705, 중분류: Vehicle parts; silencers (mufflers) and exhaust pipes; parts thereof"
8714949000,20020101,20251231,이들의 부분품,Parts thereof,(자전거 부품),BRAKE SHOE SET(BBB1058),"ㅇ 물품개요
- 이륜자전거 휠의 림(rim)에 마찰을 가해 제동력을 발생시키는 브레이크 슈(shoe)로, 철강제 지지물에 고무(마찰재)를 부착하고 와셔 및 너트를 결합한 형태

ㅇ 물품사진","ㅇ 관세율표 제8714호의 용어는 ‘부분품과 부속품(제8711호 내지 제8713호의 차량의 것에 한한다)’를 규정하고 제8712호의 용어는 ‘모터를 갖추지 않은 이륜자전거와 그 밖의 자전거’를 규정하며
- 제8714호 해설서에서 “이 호에는 모터사이클(모페드를 포함한다)·보조모터를 갖춘 사이클·사이드카·모터를 달지 않은 사이클 (중략)에 사용되는 각종의 부분품과 부속품을 분류” 하며, 이들 부분품과 부속품은 ‘(i) 앞에서 설명한 차량에 전용 또는 주로 사용하는데 적합한 것으로 인정되어야 한다. (ii) 제17부 주의 규정에 의하여 제외되지 아니한 것이어야 한다.’ 이상 두 조건을 충족해야 한다고 해설함
- 또한 이 호의 부분품과 부속품에는 ‘각종의 브레이크(캔틸레버브레이크·캘리퍼브레이크·드럼브레이크·허브브레이크·디스크브레이크·코우스터브레이킹허브 등) 및 이들의 부분품(허브브레이크용 레버·블록홀더레버·드럼 및 슈우스·캔틸레버브레이크용 요크)’ 등을 포함한다고 해설함

ㅇ 본 물품은 제17부 주의 규정에 의하여 제외되지 아니하고 자전거 제동을 위해 휠의 림에 마찰을 발생시키는 브레이크 슈(shoe)로서 모터를 달지 않은 사이클용 브레이크의 부분품에 해당하므로 관세율표 해석에 관한 통칙 제1호 및 제6호의 규정에 따라 제8714.94-9000호에 분류함",8714,871494,Vehicles; parts and accessories of heading no. 8711 to 8713,vehicles,"Cycles; parts thereof, brakes, including coaster braking hubs and hub-brakes, and parts thereof",cycles,이들의 부분품,"(자전거 부품) 대분류: Vehicles; parts and accessories of heading no. 8711 to 8713, 중분류: Cycles; parts thereof, brakes, including coaster braking hubs and hub-brakes, and parts thereof"
9011101000,20130101,20251231,반도체 웨이퍼나 레티클의 취급과 이송용으로 특별히 고안된 장치가 부착된 것,Fitted with equipment specifically designed for the handling and transport of semiconductor wafers or reticles,(기타 사진 및 광학기기),Wafer Inspection System ; OPTISTATION-3000(OST-3000) ;; JP,"1) 물품 개요
- 동일 프레임에 현미경, Robot Arm, load port, macro unit이 장착된 물품

2) 기능 및 용도
- 반도체 웨이퍼의 불량 패턴 및 표면의 이물질 검사

3) 물품사진



4) 작동원리
- Load Port에 Wafer가 들어있는 카세트 장착 → Robot Unit이 Wafer를 Macro Unit으로 이송 → Macro Unit에서 Wafer 표면, 후면, 측면 육안검사 → Robot Unit이 Wafer를 Stage Unit으로 이송 → Micro Scope Unit으로 Wafer 이물이나 반도체 패턴 결함을 검사 → Robot Unit이 Wafer를 Load Port로 배출","- 관세율표 제16부 주 제3호에는 “두 가지 이상의 기계가 함께 결합되어 하나의 완전한 기계를 구성하는 복합기계와 그 밖의 두 가지 이상의 보조기능이나 선택기능을 수행할 수 있도록 디자인된 기계는 문맥상 달리 해석되지 않는 한 이들 요소로 구성된 단일의 기계로 분류하거나 주된 기능을 수행하는 기계로 분류한다.”라고 규정하고

- 동 부 해설서에서는 “2종 이상의 다른 기기로 구성되는 복합기계로서, 일체가 되도록 함께 결합되어 있고, 일반적으로 그 기능들이 보충적이며 제16부의 다른 호에 기술되어 있는 별개의 기능을 연속적 또는 동시에 수행하는 것도 역시 그 복합기계의 주기능에 따라 분류된다.”라고 해설하고 있는 바,

- 본 건 물품은 동일한 프레임에 ‘광학현미경’, ‘Robot Arm’, ‘load port’, ‘macro unit’이 장착된 복합기계에 해당하므로 주기능을 살펴보면,

- 패턴이 완성된 웨이퍼의 불량 패턴 및 표면의 이물질을 검사하기 위하여 육안검사가 이루어질 수 있도록 고안된 기계로서 그 기능 및 가격비중을 고려해 볼 때 주기능은 광학현미경에 있는 것으로 판단됨.

- 관세율표 제9011호에는 “광학현미경”이 분류되고,

- 동 호 해설서에서는 “생산공정에서 사용되는 측정용 또는 검사용의 현미경”을 예시하고 있음.

- 따라서 본 건 물품은 반도체 웨이퍼 또는 레티클의 취급과 이송용으로 특별히 고안된 장치가 부착된 입체현미경에 해당하므로 관세율표 해석에 관한 통칙 제1(제9011호의 용어)호 및 제6호에 따라 관세율표 제9011.10-1000호에 분류함. 끝.",9011,901110,"Microscopes, compound optical; including those for photomicrography, cinephotomicrography or microprojection","optical, microscopes","Microscopes, compound optical; stereoscopic microscopes","optical, microscopes",반도체 웨이퍼나 레티클의 취급과 이송용으로 특별히 고안된 장치가 부착된 것,"(기타 사진 및 광학기기) 대분류: Microscopes, compound optical; including those for photomicrography, cinephotomicrography or microprojection, 중분류: Microscopes, compound optical; stereoscopic microscopes"
